"","Sample","Measure","Value","ID","Core.Label","Plant.Bag","Site","Quad","Depth..m.","Date","group_16s"
"282","518609","Pielou",0.387239404547188,518609,"96","M91","SambSH",7,2.1,"7/3/2025","groupC"
"283","518615","Pielou",0.423894173833895,518615,"103","M84","SacrD",3,3.2,"7/4/2025","groupD"
"284","518617","Pielou",0.412910257276633,518617,"102","M112","SacrD",5,3.1,"7/4/2025","groupD"
"285","518619","Pielou",0.461009851987471,518619,"100","M86","SacrD",7,3.1,"7/4/2025","groupD"
"286","518623","Pielou",0.469305162136414,518623,"114","M118","SacrSH",1,1.5,"7/7/2025","groupD"
"287","518627","Pielou",0.487564052315897,518627,"118","M120","SacrSH",5,1.5,"7/7/2025","groupD"
"288","518629","Pielou",0.414825040542678,518629,"119","M122","SacrSH",7,1.5,"7/7/2025","groupD"
"289","518633","Pielou",0.464280729211804,518633,"121","M132","TH",1,1,"7/9/2025","groupC"
"290","518637","Pielou",0.402519031848492,518637,"124","M129","TH",5,2.1,"7/9/2025","groupC"
"291","518641","Pielou",0.393333581248313,518641,"129","M123","TH",9,3.2,"7/9/2025","groupC"
"292","518645","Pielou",0.477625554882258,518645,"139","M133","PadH",3,4.6,"7/10/2025","groupC"
"293","518647","Pielou",0.426082519359394,518647,"130","M136","PadH",5,5.5,"7/10/2025","groupC"
"294","518651","Pielou",0.467736806457641,518651,"134","M139","PadH",9,5.8,"7/10/2025","groupC"
"295","518514","Coverage",1,518514,"2","M3","PH",3,0.6,"6/23/2025","groupA"
"296","518515","Coverage",1,518515,"3","M1","PH",1,0.65,"6/23/2025","groupA"
"297","518517","Coverage",1,518517,"5","M5","PH",5,0.5,"6/23/2025","groupA"
"298","518524","Coverage",1,518524,"13","M12","FishPed",9,1.1,"6/24/2025","groupA"
"299","518526","Coverage",1,518526,"19","M14","FishPed",7,1.1,"6/24/2025","groupA"
"300","518528","Coverage",1,518528,"14","M16","FishPed",5,1.1,"6/24/2025","groupA"
"301","518535","Coverage",1,518535,"31","M26","PJ",9,0.5,"6/25/2025","groupA"
"302","518540","Coverage",1,518540,"12","M31","PJ",1,1,"6/25/2025","groupA"
"303","518542","Coverage",1,518542,"30","unlabelled","PJ",5,0.75,"6/25/2025","groupA"
"304","518545","Coverage",1,518545,"38","M37","CresB",3,1,"6/26/2025","groupB"
"305","518547","Coverage",1,518547,"39","M39","CresB",5,0.85,"6/26/2025","groupB"
"306","518549","Coverage",1,518549,"42","M41","CresB",7,1,"6/26/2025","groupB"
"307","518555","Coverage",1,518555,"35","M47","L3F",3,0.85,"6/27/2025","groupB"
"308","518557","Coverage",1,518557,"49","M89","L3F",5,0.8,"6/27/2025","groupB"
"309","518559","Coverage",1,518559,"51","M50","L3F",7,0.8,"6/27/2025","groupB"
"310","518563","Coverage",1,518563,"59","M55","CblSH",1,1.3,"6/30/2025","groupD"
"311","518565","Coverage",1,518565,"62","M61","CblSH",5,1.1,"6/30/2025","groupD"
"312","518567","Coverage",1,518567,"67","M58","CblSH",9,1.1,"6/30/2025","groupD"
"313","518568","Coverage",1,518568,"33","M66","CblD",1,3.2,"6/30/2025","groupD"
"314","518570","Coverage",1,518570,"36","M70","CblD",5,3.4,"6/30/2025","groupD"
"315","518571","Coverage",1,518571,"34","M72","CblD",7,3.4,"6/30/2025","groupD"
"316","518585","Coverage",1,518585,"77","M105","Crch",3,3.35,"7/2/2025","groupD"
"317","518587","Coverage",1,518587,"76","M103","Crch",5,3.04,"7/2/2025","groupD"
"318","518591","Coverage",1,518591,"83","M108","Crch",9,3.96,"7/2/2025","groupD"
"319","518595","Coverage",1,518595,"78","M149","SambD",3,3,"7/3/2025","groupC"
"320","518597","Coverage",1,518597,"72","M78","SambD",5,3.6,"7/3/2025","groupC"
"321","518601","Coverage",1,518601,"84","M77","SambD",9,3.2,"7/3/2025","groupC"
"322","518605","Coverage",1,518605,"95","M97","SambSH",3,2.2,"7/3/2025","groupC"
"323","518607","Coverage",1,518607,"93","M93","SambSH",5,2.1,"7/3/2025","groupC"
"324","518609","Coverage",1,518609,"96","M91","SambSH",7,2.1,"7/3/2025","groupC"
"325","518615","Coverage",1,518615,"103","M84","SacrD",3,3.2,"7/4/2025","groupD"
"326","518617","Coverage",1,518617,"102","M112","SacrD",5,3.1,"7/4/2025","groupD"
"327","518619","Coverage",1,518619,"100","M86","SacrD",7,3.1,"7/4/2025","groupD"
"328","518623","Coverage",1,518623,"114","M118","SacrSH",1,1.5,"7/7/2025","groupD"
"329","518627","Coverage",1,518627,"118","M120","SacrSH",5,1.5,"7/7/2025","groupD"
"330","518629","Coverage",1,518629,"119","M122","SacrSH",7,1.5,"7/7/2025","groupD"
"331","518633","Coverage",1,518633,"121","M132","TH",1,1,"7/9/2025","groupC"
"332","518637","Coverage",1,518637,"124","M129","TH",5,2.1,"7/9/2025","groupC"
"333","518641","Coverage",1,518641,"129","M123","TH",9,3.2,"7/9/2025","groupC"
"334","518645","Coverage",1,518645,"139","M133","PadH",3,4.6,"7/10/2025","groupC"
"335","518647","Coverage",1,518647,"130","M136","PadH",5,5.5,"7/10/2025","groupC"
"336","518651","Coverage",1,518651,"134","M139","PadH",9,5.8,"7/10/2025","groupC"
