"","Sample","Measure","Value","ID","Core.Label","Plant.Bag","Site","Quad","Depth..m.","Date","group_16s"
"277","518595","Fisher",253.5822146239,518595,"78","M149","SambD",3,3,"7/3/2025","groupC"
"278","518597","Fisher",253.001383000286,518597,"72","M78","SambD",5,3.6,"7/3/2025","groupC"
"279","518601","Fisher",255.585490101529,518601,"84","M77","SambD",9,3.2,"7/3/2025","groupC"
"280","518605","Fisher",253.958949857859,518605,"95","M97","SambSH",3,2.2,"7/3/2025","groupC"
"281","518607","Fisher",257.030305665491,518607,"93","M93","SambSH",5,2.1,"7/3/2025","groupC"
"282","518609","Fisher",260.18566721598,518609,"96","M91","SambSH",7,2.1,"7/3/2025","groupC"
"283","518615","Fisher",267.069031928753,518615,"103","M84","SacrD",3,3.2,"7/4/2025","groupD"
"284","518617","Fisher",265.340909226439,518617,"102","M112","SacrD",5,3.1,"7/4/2025","groupD"
"285","518619","Fisher",266.428067697787,518619,"100","M86","SacrD",7,3.1,"7/4/2025","groupD"
"286","518623","Fisher",267.510119954562,518623,"114","M118","SacrSH",1,1.5,"7/7/2025","groupD"
"287","518627","Fisher",267.844060883637,518627,"118","M120","SacrSH",5,1.5,"7/7/2025","groupD"
"288","518629","Fisher",267.275565450085,518629,"119","M122","SacrSH",7,1.5,"7/7/2025","groupD"
"289","518633","Fisher",261.602007003533,518633,"121","M132","TH",1,1,"7/9/2025","groupC"
"290","518637","Fisher",271.032317142558,518637,"124","M129","TH",5,2.1,"7/9/2025","groupC"
"291","518641","Fisher",258.896299727186,518641,"129","M123","TH",9,3.2,"7/9/2025","groupC"
"292","518645","Fisher",268.116544694594,518645,"139","M133","PadH",3,4.6,"7/10/2025","groupC"
"293","518647","Fisher",263.430851420018,518647,"130","M136","PadH",5,5.5,"7/10/2025","groupC"
"294","518651","Fisher",267.542976537479,518651,"134","M139","PadH",9,5.8,"7/10/2025","groupC"
"295","518514","Pielou",0.411517789105046,518514,"2","M3","PH",3,0.6,"6/23/2025","groupA"
"296","518515","Pielou",0.404987558688265,518515,"3","M1","PH",1,0.65,"6/23/2025","groupA"
"297","518517","Pielou",0.412370466420419,518517,"5","M5","PH",5,0.5,"6/23/2025","groupA"
"298","518524","Pielou",0.415880699355853,518524,"13","M12","FishPed",9,1.1,"6/24/2025","groupA"
"299","518526","Pielou",0.414946657075351,518526,"19","M14","FishPed",7,1.1,"6/24/2025","groupA"
"300","518528","Pielou",0.411356328589872,518528,"14","M16","FishPed",5,1.1,"6/24/2025","groupA"
"301","518535","Pielou",0.460010848753189,518535,"31","M26","PJ",9,0.5,"6/25/2025","groupA"
"302","518540","Pielou",0.441417980176996,518540,"12","M31","PJ",1,1,"6/25/2025","groupA"
"303","518542","Pielou",0.452749841991289,518542,"30","unlabelled","PJ",5,0.75,"6/25/2025","groupA"
"304","518545","Pielou",0.411206541776607,518545,"38","M37","CresB",3,1,"6/26/2025","groupB"
"305","518547","Pielou",0.410453303588018,518547,"39","M39","CresB",5,0.85,"6/26/2025","groupB"
"306","518549","Pielou",0.40932005887528,518549,"42","M41","CresB",7,1,"6/26/2025","groupB"
"307","518555","Pielou",0.429078873688039,518555,"35","M47","L3F",3,0.85,"6/27/2025","groupB"
"308","518557","Pielou",0.43497154359154,518557,"49","M89","L3F",5,0.8,"6/27/2025","groupB"
"309","518559","Pielou",0.441440836259774,518559,"51","M50","L3F",7,0.8,"6/27/2025","groupB"
"310","518563","Pielou",0.468270571641612,518563,"59","M55","CblSH",1,1.3,"6/30/2025","groupD"
"311","518565","Pielou",0.467088794875206,518565,"62","M61","CblSH",5,1.1,"6/30/2025","groupD"
"312","518567","Pielou",0.470078611192552,518567,"67","M58","CblSH",9,1.1,"6/30/2025","groupD"
"313","518568","Pielou",0.436655328589654,518568,"33","M66","CblD",1,3.2,"6/30/2025","groupD"
"314","518570","Pielou",0.45123121728022,518570,"36","M70","CblD",5,3.4,"6/30/2025","groupD"
"315","518571","Pielou",0.447556873459596,518571,"34","M72","CblD",7,3.4,"6/30/2025","groupD"
"316","518585","Pielou",0.421246101030993,518585,"77","M105","Crch",3,3.35,"7/2/2025","groupD"
"317","518587","Pielou",0.421377694110707,518587,"76","M103","Crch",5,3.04,"7/2/2025","groupD"
"318","518591","Pielou",0.424879790892143,518591,"83","M108","Crch",9,3.96,"7/2/2025","groupD"
"319","518595","Pielou",0.418904773732198,518595,"78","M149","SambD",3,3,"7/3/2025","groupC"
"320","518597","Pielou",0.440826831219388,518597,"72","M78","SambD",5,3.6,"7/3/2025","groupC"
"321","518601","Pielou",0.434115241604974,518601,"84","M77","SambD",9,3.2,"7/3/2025","groupC"
"322","518605","Pielou",0.440961462607494,518605,"95","M97","SambSH",3,2.2,"7/3/2025","groupC"
"323","518607","Pielou",0.458289465377924,518607,"93","M93","SambSH",5,2.1,"7/3/2025","groupC"
"324","518609","Pielou",0.449216067876268,518609,"96","M91","SambSH",7,2.1,"7/3/2025","groupC"
"325","518615","Pielou",0.427567136198968,518615,"103","M84","SacrD",3,3.2,"7/4/2025","groupD"
"326","518617","Pielou",0.421887029214485,518617,"102","M112","SacrD",5,3.1,"7/4/2025","groupD"
"327","518619","Pielou",0.436025105318789,518619,"100","M86","SacrD",7,3.1,"7/4/2025","groupD"
"328","518623","Pielou",0.420608753232129,518623,"114","M118","SacrSH",1,1.5,"7/7/2025","groupD"
"329","518627","Pielou",0.420664376069765,518627,"118","M120","SacrSH",5,1.5,"7/7/2025","groupD"
"330","518629","Pielou",0.42142741686186,518629,"119","M122","SacrSH",7,1.5,"7/7/2025","groupD"
"331","518633","Pielou",0.420604948274681,518633,"121","M132","TH",1,1,"7/9/2025","groupC"
"332","518637","Pielou",0.436553088134704,518637,"124","M129","TH",5,2.1,"7/9/2025","groupC"
"333","518641","Pielou",0.418590225457297,518641,"129","M123","TH",9,3.2,"7/9/2025","groupC"
"334","518645","Pielou",0.421620080130748,518645,"139","M133","PadH",3,4.6,"7/10/2025","groupC"
"335","518647","Pielou",0.426931849294886,518647,"130","M136","PadH",5,5.5,"7/10/2025","groupC"
"336","518651","Pielou",0.423576654721915,518651,"134","M139","PadH",9,5.8,"7/10/2025","groupC"
"337","518514","Coverage",0.999998324378228,518514,"2","M3","PH",3,0.6,"6/23/2025","groupA"
"338","518515","Coverage",0.999997037070788,518515,"3","M1","PH",1,0.65,"6/23/2025","groupA"
"339","518517","Coverage",0.99999666049891,518517,"5","M5","PH",5,0.5,"6/23/2025","groupA"
"340","518524","Coverage",0.999996849203475,518524,"13","M12","FishPed",9,1.1,"6/24/2025","groupA"
"341","518526","Coverage",0.99999829449635,518526,"19","M14","FishPed",7,1.1,"6/24/2025","groupA"
"342","518528","Coverage",0.999996706014993,518528,"14","M16","FishPed",5,1.1,"6/24/2025","groupA"
"343","518535","Coverage",0.999997935310445,518535,"31","M26","PJ",9,0.5,"6/25/2025","groupA"
"344","518540","Coverage",0.999998772200021,518540,"12","M31","PJ",1,1,"6/25/2025","groupA"
"345","518542","Coverage",0.99999862070238,518542,"30","unlabelled","PJ",5,0.75,"6/25/2025","groupA"
"346","518545","Coverage",0.999997939229975,518545,"38","M37","CresB",3,1,"6/26/2025","groupB"
"347","518547","Coverage",0.999997463878739,518547,"39","M39","CresB",5,0.85,"6/26/2025","groupB"
"348","518549","Coverage",0.999998416156545,518549,"42","M41","CresB",7,1,"6/26/2025","groupB"
"349","518555","Coverage",0.999997545636341,518555,"35","M47","L3F",3,0.85,"6/27/2025","groupB"
"350","518557","Coverage",0.999997579272898,518557,"49","M89","L3F",5,0.8,"6/27/2025","groupB"
"351","518559","Coverage",0.999997815750769,518559,"51","M50","L3F",7,0.8,"6/27/2025","groupB"
"352","518563","Coverage",0.999998403726255,518563,"59","M55","CblSH",1,1.3,"6/30/2025","groupD"
"353","518565","Coverage",0.999999238338136,518565,"62","M61","CblSH",5,1.1,"6/30/2025","groupD"
"354","518567","Coverage",0.99999768044298,518567,"67","M58","CblSH",9,1.1,"6/30/2025","groupD"
"355","518568","Coverage",0.99999782487433,518568,"33","M66","CblD",1,3.2,"6/30/2025","groupD"
"356","518570","Coverage",0.999998557309286,518570,"36","M70","CblD",5,3.4,"6/30/2025","groupD"
"357","518571","Coverage",0.999998937140475,518571,"34","M72","CblD",7,3.4,"6/30/2025","groupD"
"358","518585","Coverage",0.999998328218178,518585,"77","M105","Crch",3,3.35,"7/2/2025","groupD"
"359","518587","Coverage",0.999998342003205,518587,"76","M103","Crch",5,3.04,"7/2/2025","groupD"
"360","518591","Coverage",0.999998497210262,518591,"83","M108","Crch",9,3.96,"7/2/2025","groupD"
"361","518595","Coverage",0.999998329600803,518595,"78","M149","SambD",3,3,"7/3/2025","groupC"
"362","518597","Coverage",0.999998304936102,518597,"72","M78","SambD",5,3.6,"7/3/2025","groupC"
"363","518601","Coverage",0.999998582664185,518601,"84","M77","SambD",9,3.2,"7/3/2025","groupC"
"364","518605","Coverage",0.999998212829383,518605,"95","M97","SambSH",3,2.2,"7/3/2025","groupC"
"365","518607","Coverage",0.999997769595573,518607,"93","M93","SambSH",5,2.1,"7/3/2025","groupC"
"366","518609","Coverage",0.999996905387617,518609,"96","M91","SambSH",7,2.1,"7/3/2025","groupC"
"367","518615","Coverage",0.999997027544348,518615,"103","M84","SacrD",3,3.2,"7/4/2025","groupD"
"368","518617","Coverage",0.99999764439255,518617,"102","M112","SacrD",5,3.1,"7/4/2025","groupD"
"369","518619","Coverage",0.999999090034742,518619,"100","M86","SacrD",7,3.1,"7/4/2025","groupD"
"370","518623","Coverage",0.999997387195022,518623,"114","M118","SacrSH",1,1.5,"7/7/2025","groupD"
"371","518627","Coverage",0.999998313721021,518627,"118","M120","SacrSH",5,1.5,"7/7/2025","groupD"
"372","518629","Coverage",0.999998262369303,518629,"119","M122","SacrSH",7,1.5,"7/7/2025","groupD"
"373","518633","Coverage",0.999997972532671,518633,"121","M132","TH",1,1,"7/9/2025","groupC"
"374","518637","Coverage",0.999997501520429,518637,"124","M129","TH",5,2.1,"7/9/2025","groupC"
"375","518641","Coverage",0.999998045760685,518641,"129","M123","TH",9,3.2,"7/9/2025","groupC"
"376","518645","Coverage",0.999996942308671,518645,"139","M133","PadH",3,4.6,"7/10/2025","groupC"
"377","518647","Coverage",0.999997564578924,518647,"130","M136","PadH",5,5.5,"7/10/2025","groupC"
"378","518651","Coverage",0.999997709700395,518651,"134","M139","PadH",9,5.8,"7/10/2025","groupC"
